Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
2,9,5,2,0,6,0,5,6,6,2,1,0,0,1,3,1,54,0,7,1,11,13,38.35795880956503,5,10,9,12,8,27.198227912315637,7,2.2601181536030035,8.901995824888637,89493.79010559982,Dropout
2,5,3,16,0,3,0,9,3,11,7,1,1,1,0,3,0,49,0,4,8,6,0,36.76815792586193,14,10,4,1,4,34.51032650471924,6,8.553485625277304,2.0192869575582506,62877.44133711487,Dropout
3,2,6,4,0,1,1,8,3,5,5,0,1,1,1,1,1,35,0,5,12,2,0,16.000318221138233,13,3,10,8,3,8.460219964277705,5,11.807806079739436,1.546877333864921,58604.019916292316,Dropout
2,8,7,11,0,2,1,1,5,7,4,1,0,0,0,3,0,54,0,12,2,11,5,33.87153206085901,2,5,11,13,3,24.24518399682587,1,11.825175605885537,6.0065379401853844,99317.86745959052,Dropout
1,3,2,14,1,1,1,9,8,7,3,0,0,1,0,3,1,21,1,6,11,4,4,8.916476754306043,4,6,6,0,13,8.825698695680533,12,4.924203811512189,8.599820394123643,24843.140682058598,Dropout
2,1,5,12,0,7,0,7,5,5,1,0,0,1,1,1,1,17,0,3,12,1,6,34.478180272299696,9,6,8,0,7,2.3965846405019775,4,5.899279828481876,9.715662944446258,50820.37284699935,Dropout
1,5,3,12,0,3,1,4,8,9,5,0,0,0,0,2,0,49,0,13,3,4,14,27.341263366564277,12,3,8,3,3,22.14943736198766,2,6.778912399208997,4.944462960262577,82237.2057794743,Dropout
3,4,7,1,1,3,0,3,1,11,10,0,0,0,1,2,1,36,1,13,10,8,4,21.396806036232885,10,4,13,9,11,7.582595844123028,0,16.54449732754671,7.674038401528137,41279.962708585284,Graduate
1,2,4,1,1,8,0,9,9,11,10,1,0,1,1,1,1,35,0,3,7,9,10,26.809565086308233,10,2,12,0,1,39.86366984249237,5,16.83770429146933,5.439931228154741,71075.79782951987,Dropout
1,4,7,2,0,7,0,1,3,3,4,1,1,1,1,3,1,30,1,2,10,13,2,25.74777813690764,3,6,12,1,7,12.877874456181067,3,10.08700358274179,9.348098592861627,32643.883303633942,Dropout
2,3,8,14,1,8,0,3,7,4,7,1,1,0,0,1,0,19,1,12,1,9,14,0.18209217865584826,7,13,11,4,13,34.518467979011774,1,15.554646215030235,3.996818180994942,40807.16756862539,Graduate
3,5,1,17,0,6,0,6,7,6,10,0,0,1,0,3,1,32,0,14,4,7,11,35.56265398699868,0,0,6,14,12,35.52070557610888,9,0.018782759200508536,5.714364975089586,25250.900783764504,Graduate
3,6,3,13,1,4,0,1,3,1,6,1,0,0,0,3,1,44,0,14,1,6,8,18.349841159943203,12,13,5,2,11,23.71438896868082,11,11.570245171498252,1.1993282057447119,15729.810431110101,Dropout
1,4,1,15,1,9,1,8,9,3,3,1,0,0,1,1,1,19,0,9,13,3,6,19.70414307010628,7,9,7,9,8,2.8638307771248694,10,9.748985146320601,6.0523254384133915,32531.631556228298,Dropout
3,1,2,8,0,9,1,4,6,9,9,0,1,1,0,1,1,31,1,0,6,13,6,29.345498041287343,6,10,12,8,10,17.479680777069888,10,8.0735577913008,5.824020205559474,28621.751599588693,Dropout
2,9,9,6,0,9,0,2,3,6,6,0,0,1,0,2,0,47,0,4,7,13,14,13.171908762780546,0,12,14,3,3,24.849513889939537,3,7.214121442777506,5.212802333998962,11657.433671184648,Dropout
3,2,5,8,0,7,0,8,6,8,2,1,0,0,0,2,0,30,1,14,6,12,7,26.640452406161227,13,5,10,8,4,27.0709770041633,11,6.661183626018854,3.083872776988359,75574.92149070579,Dropout
2,4,1,5,0,3,1,6,9,8,11,0,0,0,1,2,1,46,0,3,7,12,11,32.058168692656686,5,7,1,10,13,23.13386473487292,13,13.81650275775591,7.052706701035976,91672.82541123746,Graduate
2,6,3,2,1,3,1,8,8,11,11,0,0,1,0,2,1,29,0,3,0,1,2,8.44927437599643,11,10,1,1,8,34.03445726388879,1,13.83030129955392,1.844835505298208,56603.5789017288,Dropout
1,8,4,1,0,1,0,3,7,2,10,1,1,1,0,2,0,22,1,6,14,1,12,1.402342855813563,4,12,9,6,13,39.31083171109135,7,18.728765483245052,6.656260221222359,58267.0605476026,Graduate
2,7,3,1,0,4,0,9,5,8,9,1,0,0,1,2,0,20,0,2,5,6,3,6.413111592827505,9,8,13,6,1,8.707301058834851,9,2.017672405631996,7.102602452828258,38288.935514305034,Dropout
1,9,2,11,1,1,0,5,8,1,7,0,1,1,0,1,0,38,1,11,11,9,5,1.9921046054149727,0,14,2,7,10,6.222939759942854,9,1.628917441384219,9.133451233090161,91165.36871184572,Dropout
2,5,3,10,1,6,1,2,8,11,3,1,1,1,0,2,0,25,0,0,4,1,12,24.24642054104679,10,3,7,13,1,24.070942707335156,9,13.469962506281172,5.731910931482361,23783.01065507388,Dropout
1,5,9,6,1,4,1,7,4,3,7,0,1,1,1,1,0,41,0,8,7,8,9,29.94807587634429,10,0,0,9,8,4.303732314466062,12,7.080722258491332,8.911335925500088,40908.58949762438,Dropout
3,4,9,9,1,5,0,1,6,1,3,0,1,0,1,2,1,29,0,4,13,8,3,10.345158829168696,14,5,4,5,1,15.845942308393312,10,9.276524027810872,9.500051756186776,47066.31203633651,Dropout
1,4,3,15,0,5,1,7,8,8,8,1,0,0,0,2,1,39,1,2,6,14,9,22.792063913874475,0,3,12,6,10,4.922813241237001,6,13.161468433162591,9.795936809188687,36969.324376468656,Dropout
1,2,6,8,0,8,0,4,7,4,9,0,0,0,1,2,0,47,1,7,8,10,11,28.357739636030477,13,12,7,13,11,33.956880258514616,1,14.792330464411034,7.786262748744469,82709.29129676212,Graduate
2,4,2,16,1,7,1,8,8,6,10,0,1,1,1,1,0,32,0,14,1,3,12,32.86230356612123,4,4,1,4,11,12.050950989910806,3,6.665041110455507,2.2635722771481825,81190.71761654047,Graduate
1,9,2,3,0,3,1,6,8,7,7,1,1,1,0,1,0,31,1,3,8,4,14,21.66726820616762,1,1,8,4,7,32.84899513492106,9,6.827711066421984,5.937538788241298,40774.40104107719,Graduate
2,3,5,10,1,5,0,4,1,3,7,1,1,0,0,3,1,44,0,0,5,3,13,29.900387103535707,6,14,13,14,5,12.0468681666039,13,18.302178447827224,5.855406689500516,64293.26904848892,Dropout
3,8,5,16,0,3,0,2,9,6,10,1,1,0,0,2,1,20,0,2,7,11,11,12.723796689330612,3,5,2,3,10,13.584460802075316,12,11.327185867628227,9.998845383131892,73498.77803425714,Graduate
2,1,3,16,1,3,1,3,8,9,3,0,0,1,1,3,1,54,1,4,7,3,11,21.573266086909566,0,0,0,8,4,18.924387132476564,7,9.624708195531174,9.165237122488906,51931.68477248877,Dropout
2,6,6,15,0,7,1,4,1,10,2,0,1,0,1,2,0,53,0,3,8,10,12,2.9045593847514573,6,4,13,7,10,19.870835529334585,1,17.617341726431416,7.828277630160866,17865.474166583794,Dropout
3,5,5,7,1,6,0,3,2,1,10,1,0,1,1,1,0,50,1,9,13,14,10,4.090441725429428,13,3,11,6,6,22.734129249764948,5,19.608061216533997,3.1553325858387558,40234.788328137125,Dropout
1,3,9,3,0,4,0,3,1,1,4,0,0,0,0,2,0,51,1,5,8,3,14,18.987290360891652,10,0,2,6,7,16.112901894037787,10,6.785085211215948,4.438802928500138,84861.53105972266,Graduate
2,2,8,9,1,7,0,6,1,2,7,1,1,0,1,3,0,35,0,0,9,3,12,18.25489997500985,2,1,10,0,4,12.16502622359842,12,13.97472325108483,7.335561818755934,99821.45810626926,Dropout
2,6,4,2,0,2,1,6,1,5,9,1,0,1,1,2,1,45,1,14,7,11,12,10.548897973814192,0,1,9,12,3,9.021722001650305,11,14.361092890313941,1.3447374694714986,55432.15844717358,Dropout
1,7,5,3,1,3,1,9,3,1,3,0,0,1,0,3,1,38,0,4,8,0,6,34.949331025073235,3,12,0,1,4,10.884167793233917,7,9.189840167875039,4.690613989848633,27603.91516280763,Dropout
2,7,6,12,1,4,0,5,2,8,9,1,1,0,0,1,0,32,0,3,10,0,9,8.708676100308267,7,12,14,10,0,38.61366312030481,1,10.166001309863184,5.728611174533417,41907.97269825543,Dropout
2,5,9,13,0,2,0,7,3,6,5,1,1,1,1,2,0,25,1,10,5,2,2,36.066558422360735,6,4,5,13,12,0.13172917364202785,4,5.340991299674879,5.863260917463398,54833.27501761246,Dropout
1,4,5,15,1,2,1,8,7,4,6,0,1,0,0,2,1,36,0,2,10,0,5,19.82299790137557,1,6,1,9,5,20.162915501215643,10,0.823967835331183,4.3490652382587545,77147.64239075892,Dropout
1,1,4,7,1,3,0,8,4,3,8,0,0,1,1,2,1,29,1,5,2,4,8,32.19534275022238,0,2,2,14,9,1.4592733756069975,13,7.347328313396071,9.291135740602016,70103.96441909947,Dropout
2,1,2,9,1,8,1,6,4,6,4,1,0,1,0,2,0,35,1,1,13,4,6,21.103154771468724,10,3,7,3,1,10.408005960952762,11,18.724596046419112,5.175034953801117,22469.730294840283,Graduate
1,8,3,2,0,6,1,6,8,10,9,0,0,0,1,1,0,27,0,9,3,12,8,17.644203924076916,6,5,5,13,12,15.50108968495945,5,19.465715347186773,3.6126886838919914,18606.17495292564,Dropout
3,9,9,14,1,8,0,4,9,11,5,1,1,1,0,2,0,26,1,11,9,8,10,13.612100228217825,3,13,2,4,4,8.242007265953948,0,16.60163638676787,2.7740853549589897,33839.94360550727,Dropout
1,1,8,5,0,4,1,6,6,2,10,0,1,1,0,2,1,48,0,14,12,1,9,7.40590995212731,0,11,12,0,2,38.19994005889042,9,2.2055973268874074,6.676434564006495,39249.058847463806,Dropout
1,8,9,11,1,7,0,5,1,10,7,1,0,0,1,1,1,48,0,5,0,5,6,25.477282153136613,13,12,2,8,4,10.605493326289261,7,7.502955955784454,9.164221683449291,87696.99354891047,Dropout
3,7,3,10,0,7,0,3,2,9,8,0,0,0,1,3,1,23,1,5,9,10,12,34.553167469307475,11,4,14,8,6,33.33303318876942,5,19.000352962209696,7.940902009064194,87099.36178794867,Dropout
3,5,6,3,1,8,0,9,7,8,1,0,1,0,0,2,0,54,1,6,13,12,9,15.976731279504502,11,14,3,12,2,27.842091792638108,2,11.238557511049468,0.2829357695183632,64841.478229881526,Graduate
3,3,8,7,1,7,0,1,2,1,5,1,1,1,0,2,1,29,0,7,1,2,3,38.85751921070839,13,8,5,11,13,4.837514730856118,2,14.769519411483646,7.704062544892565,72993.70107972682,Dropout
2,5,5,1,1,7,0,3,6,4,10,1,0,1,1,1,0,38,1,6,3,6,5,17.36280614130157,4,12,8,8,2,22.222935120633874,9,18.076349350364183,4.393366520611085,87084.18948072512,Dropout
2,9,1,15,1,5,1,1,8,2,7,1,0,1,1,2,1,20,0,4,0,10,9,1.9450994628152651,13,6,14,10,0,33.809824035023055,9,5.3065554167778295,8.490210327156136,88826.61407525456,Dropout
1,2,8,10,0,4,0,5,3,5,6,1,0,1,1,1,1,54,1,10,13,0,7,28.978621529436243,7,5,2,9,10,22.282150032094815,9,7.1144351676624185,0.5577481329542999,28742.33299478399,Dropout
3,8,1,7,0,4,1,7,7,8,10,1,1,1,1,1,1,31,1,5,10,6,8,4.276118097836701,7,5,13,7,14,9.5936477339494,12,15.666739854618687,7.8131311201232245,23229.132772768076,Graduate
2,4,6,2,0,5,0,8,8,7,1,0,0,0,1,3,0,31,1,2,9,11,5,2.156838915663224,3,13,14,9,13,34.32661343703898,11,11.173787443290859,6.419188371971498,27967.51438090537,Graduate
3,6,1,9,0,5,0,5,2,8,11,1,0,0,1,1,0,34,0,13,7,6,5,12.466240789508078,2,13,1,14,12,6.279772016013019,13,16.599677877958904,2.8021281871747714,30881.644991301913,Dropout
1,2,4,3,1,2,0,2,5,8,7,0,1,0,1,1,0,35,0,4,11,3,14,19.040765345183832,3,11,6,0,1,4.664575043472476,9,14.620856809312802,2.9473074436632283,82238.19866585919,Dropout
1,4,7,2,1,1,0,6,3,9,10,1,1,0,1,3,0,45,0,10,10,0,12,6.014779276476263,1,6,3,7,5,16.067588059899617,2,11.753259472269189,1.8928814793890136,77077.82135128004,Dropout
2,8,5,4,1,5,1,9,8,7,2,0,1,0,0,3,0,17,1,14,6,8,10,5.656216897195678,3,1,7,6,5,31.760527633875554,2,10.314014213237572,7.580100312423372,37489.416540069426,Graduate
3,5,6,13,1,6,1,3,5,6,11,0,1,0,0,1,1,43,1,5,12,14,6,39.18723112540188,6,14,6,8,5,9.650405615302198,14,3.1449029924673955,0.5424497029858566,81294.24894094709,Dropout
3,9,5,11,1,3,0,9,1,5,5,1,0,0,0,1,1,49,1,10,4,13,11,18.508716438572264,8,13,4,5,3,23.41677365657995,4,8.468102658264971,5.583869654719105,41088.79651064414,Graduate
2,8,7,3,0,1,0,4,2,10,4,0,1,1,1,2,1,18,1,3,1,11,13,0.8201176670673993,11,14,8,1,7,0.06121893654345456,4,6.137499963586501,1.0491576630469623,99342.3827410882,Graduate
1,5,4,13,0,1,1,4,1,9,11,1,1,1,1,3,0,19,0,12,0,2,7,23.785137733157285,3,13,1,4,13,14.793911234279733,10,7.965776696574234,5.56753143682383,51969.61067786263,Dropout
1,7,4,9,0,1,1,3,4,5,8,0,0,0,1,2,0,50,0,4,12,12,1,20.352752251504413,14,6,0,9,7,24.39747641601962,9,10.322837174358634,4.861382451112206,25596.893325535777,Dropout
1,1,5,12,1,2,1,5,8,9,7,1,1,0,0,2,0,49,1,3,14,8,4,33.48421510567846,6,2,8,12,1,30.41477941623374,14,5.939191463377584,8.202710414662755,33074.72636163953,Dropout
3,5,5,14,1,7,0,5,5,1,10,0,0,0,0,3,1,41,0,2,10,8,8,7.457533709106703,12,3,1,3,12,36.721224553063195,3,6.765505595988999,8.53278964320033,79219.34411233995,Dropout
3,1,4,6,0,6,1,3,2,8,10,0,1,0,1,2,1,54,0,13,11,4,0,33.091388294175125,8,13,14,9,3,33.294991999251366,14,12.671942902781685,8.640023033726834,76744.72203811363,Graduate
3,8,2,11,0,4,0,4,9,7,2,1,0,1,0,3,0,20,0,5,8,5,13,4.160630039977096,3,1,1,0,12,7.50434322646194,10,3.278749845000366,6.006391711124634,37729.93404545229,Graduate
2,6,8,7,0,3,1,9,2,3,5,1,1,1,0,3,1,27,1,14,8,8,10,26.425884495836215,10,2,7,12,14,6.004215684922309,14,4.385831374955367,6.499203737297478,13594.62219506903,Graduate
1,3,8,7,1,2,1,6,8,8,10,1,1,1,0,2,1,22,0,7,8,11,5,12.834212534114835,13,7,2,4,9,2.587290721226667,12,4.490563991633405,1.4588324254237583,25744.17697303959,Dropout
1,3,8,5,1,4,1,3,8,10,4,0,0,1,0,3,1,32,0,1,6,1,3,15.140157250019147,6,9,1,6,14,20.62765975729552,7,12.732823122754994,7.503427913576926,84504.87498558653,Dropout
3,5,4,5,0,6,1,7,2,11,8,1,0,1,1,2,0,32,1,5,14,4,2,30.525895860597885,7,0,10,14,5,9.736671721422283,1,17.74345632062361,9.34369177741345,99026.60793294678,Dropout
3,2,7,6,0,1,1,9,5,6,9,0,1,1,1,1,0,24,1,10,3,2,1,28.819707004336156,1,3,0,13,8,33.44440147377427,12,10.722441686366754,9.589374689784545,28542.90903734228,Dropout
2,6,6,16,0,8,0,8,8,10,7,0,0,1,1,1,0,37,0,3,11,12,1,5.722244115631776,8,14,11,14,6,9.371338779551941,12,7.7016719628725605,3.2723216970040547,38347.57292403038,Dropout
1,5,5,15,1,7,0,2,1,2,10,1,0,1,1,1,0,40,1,7,14,14,4,2.2041782866429793,8,1,4,7,5,3.3853524232721677,1,1.0312730127324654,9.832289362789004,34048.03878577844,Graduate
2,7,3,11,0,3,1,1,6,3,6,0,1,0,0,1,0,53,0,1,6,9,14,15.672310056042246,4,4,2,5,4,5.227782753679477,3,8.1010815153657,6.008373184033928,62163.30844322275,Dropout
1,6,3,15,0,2,1,9,6,4,8,0,0,0,0,3,1,45,0,3,8,11,11,28.177529349288825,9,14,0,10,4,26.58036801344663,2,4.771165164405813,8.323295085908823,40978.560707644836,Dropout
1,4,9,16,0,6,1,7,6,2,6,1,0,1,0,3,1,47,1,7,0,7,13,18.950551763276962,7,2,0,5,3,15.01076726953717,14,6.087196552515051,9.392852803179675,83298.88849430259,Dropout
2,8,8,8,1,8,0,6,1,3,10,0,1,0,1,3,0,52,1,12,10,4,9,26.434241838273465,12,4,9,1,9,2.9331971297513837,11,3.0070359920923173,8.20040894250976,41117.23013962904,Dropout
3,1,3,5,1,5,1,1,1,10,4,0,1,0,0,1,0,24,0,1,5,4,0,39.55860976212919,9,4,3,2,6,6.170261340154255,11,1.8382872853316101,8.774607242229871,23783.570935275504,Dropout
2,5,7,12,1,9,1,9,9,8,8,0,0,0,1,2,1,20,0,8,2,5,2,4.64849328441272,9,8,5,10,3,28.004683320360186,6,18.891542806219654,0.5897029057414938,70854.06033549602,Dropout
2,4,4,13,0,2,1,4,7,3,1,1,0,0,0,1,0,34,1,7,12,0,5,14.133830868852248,1,11,2,7,4,35.76335740696529,10,16.925614105019264,0.01098183785254947,68699.36262755492,Dropout
3,7,1,16,0,8,0,6,1,7,1,0,1,0,0,1,0,50,1,12,3,2,5,23.867139630104425,6,0,2,12,1,37.99916304277673,4,8.4369801486913,4.090745137110127,27491.655287417896,Dropout
1,4,2,8,0,5,0,2,6,6,3,0,0,1,1,1,1,45,1,10,11,4,3,34.16711777042623,2,6,14,14,0,26.03970949515209,3,1.836490038492291,6.583777280747263,71690.16876005405,Dropout
2,2,1,17,0,7,1,3,3,4,4,1,0,1,0,1,0,29,0,7,12,4,5,10.980685202974335,7,9,5,2,11,35.90849963130817,12,7.49373959450762,4.6812047956436755,10476.32872321385,Dropout
1,1,9,16,0,2,0,9,9,9,2,1,1,0,0,3,0,23,0,1,6,10,3,7.661748228606204,0,8,7,3,13,13.180854440055594,1,6.381821776456866,0.5110654074279519,29397.035759367103,Dropout
3,1,2,10,0,2,1,8,3,9,8,0,0,1,1,1,0,27,0,2,10,7,12,30.07190841220323,14,12,12,2,2,32.41362820845077,1,11.826144016513052,4.873679562240477,33000.46621825886,Graduate
2,5,3,3,1,2,1,3,8,4,9,1,1,1,1,1,1,29,0,2,5,11,6,0.6497901911812987,4,1,14,12,6,16.99703177116988,3,17.608726738355955,2.692073966317828,79894.86898810907,Dropout
3,3,3,17,1,5,0,5,2,6,3,1,0,1,1,2,0,50,0,5,11,14,14,2.3128681003733575,8,11,2,0,4,21.921160300656727,12,2.9792241936198316,4.723366842014101,83369.27337825496,Dropout
2,5,7,6,1,7,1,9,8,8,8,1,0,1,1,2,0,22,1,1,9,10,0,37.22899005889741,9,4,0,2,1,27.468043001436385,7,14.079807611731232,5.661341084824575,83639.26726309427,Dropout
1,8,5,1,0,8,1,9,3,3,2,1,1,0,0,1,0,33,0,7,8,6,5,16.73956396393789,5,8,0,4,6,11.40304258285784,7,2.275326615381028,7.7771653589436465,52779.14113498251,Graduate
3,2,6,17,0,7,1,9,9,9,8,1,1,1,1,3,1,44,0,2,5,12,7,32.86759465932882,0,5,14,14,3,30.603298007642266,8,18.952474959524636,1.3392605513472577,94316.67602841374,Dropout
2,5,7,15,0,8,0,2,9,7,8,0,0,1,0,3,1,19,0,3,8,11,12,4.988118348912538,0,3,3,11,11,14.677512206072887,14,3.3763533916817634,8.658781589916892,14457.529600642372,Graduate
3,4,5,15,0,9,1,1,6,3,6,1,1,0,1,1,0,50,1,8,9,0,8,18.470897356624086,5,7,13,12,9,8.946708795346318,9,12.201551657726501,0.8072413864641093,20008.568341181075,Dropout
1,3,9,6,0,8,1,5,3,1,5,0,1,0,0,3,1,46,0,13,4,8,7,27.948634939947908,8,14,11,2,2,18.03518594692326,13,4.693532229110515,9.292088039567092,73608.72878768976,Dropout
1,5,1,16,0,7,1,2,9,3,2,1,0,1,0,3,0,51,0,11,9,3,9,4.873524380534309,11,7,8,3,8,18.81552077584107,13,3.216546413704253,9.53164393941018,38638.10208798858,Dropout
1,3,5,3,1,8,0,6,6,10,2,0,0,0,0,3,1,31,0,14,0,7,4,32.67432668223059,6,7,5,13,1,28.661751699349814,6,19.173376651526045,5.986456015655566,21925.21561601258,Graduate
1,9,3,1,0,7,0,7,7,10,9,0,0,0,1,2,0,46,0,4,13,13,3,15.44156035847903,9,13,12,6,6,37.751987120679374,9,13.825789070227968,7.2654625787047165,38483.92478173808,Dropout
2,8,1,5,1,5,1,5,9,4,10,1,1,1,0,1,0,39,1,11,1,11,6,8.340209639472711,1,8,11,10,7,28.442608683337095,14,7.074394206625023,7.636304827107445,15492.182829463307,Dropout
3,6,3,3,0,5,0,7,4,9,5,0,1,0,1,3,1,17,1,1,9,5,5,17.999411777197377,3,5,8,5,5,18.118015679076542,2,5.6991814631781,6.612463073063389,64546.53612611766,Dropout
3,9,6,4,1,7,0,5,5,1,1,1,0,0,1,1,0,40,1,8,6,5,9,27.183139191649456,3,2,5,11,2,30.45499575021692,1,1.5635709674682263,3.44270030078911,38140.8947227694,Dropout
2,2,8,5,1,4,0,3,8,2,10,0,1,1,1,3,1,19,1,14,12,11,4,23.833027796019024,7,13,10,12,11,3.6421581260713776,3,12.809996254517134,4.791331261412831,89915.70688188539,Graduate
3,5,8,16,0,8,1,4,1,2,5,0,1,0,0,2,1,41,1,0,12,7,12,36.6688600576409,4,6,9,11,8,33.985828892177544,8,13.896295826710398,7.964180981612362,10046.355644843787,Dropout
1,7,5,7,0,5,1,3,8,2,6,0,0,1,0,2,1,19,0,6,4,9,14,32.60787415519259,8,0,0,7,1,32.449207373861256,4,13.8375778597374,6.940179341812518,26169.64021481009,Dropout
2,3,6,4,0,9,1,9,3,5,4,1,0,0,0,2,1,53,1,10,10,11,7,20.440675747784365,12,1,9,7,8,24.613124237076363,6,16.16222065778545,9.013623784184285,41160.312533761404,Dropout
3,5,2,10,0,5,0,7,6,11,9,0,1,1,1,1,1,22,0,13,13,0,13,34.79917392048716,7,10,11,1,12,28.769660721821047,11,2.8357122070741148,9.08273233550852,33637.33316130935,Graduate
2,8,4,7,1,5,1,9,3,10,7,0,1,1,1,3,0,43,0,0,3,10,0,0.6966409105182336,2,13,11,0,1,14.092833273978243,12,1.6294204543555746,0.6106901722643698,39977.34589039798,Dropout
2,2,5,10,1,8,0,3,3,10,8,0,1,1,0,3,1,29,1,5,13,13,7,33.04991583004402,9,6,12,11,10,30.794927570167836,11,14.291515861728428,9.78055906800025,46359.43184326703,Graduate
2,6,4,15,0,9,0,2,7,1,5,0,0,0,1,2,1,43,0,9,9,12,4,1.3975376387982852,4,14,2,4,5,31.412049366268175,10,5.010136183078271,2.7828548078374693,77113.89162690066,Dropout
3,7,1,14,1,4,1,3,9,5,3,0,1,1,0,1,0,40,1,7,2,0,9,1.597309363913224,10,7,11,11,1,13.293416113015244,10,13.450910993116027,9.459436324939727,97666.74664976088,Dropout
3,2,1,10,0,4,1,2,3,5,1,0,1,1,0,2,1,29,0,5,5,14,2,19.895939669479503,14,9,7,7,4,20.745853847678582,12,8.588976485244748,7.151947014996569,42697.02003490279,Dropout
1,2,9,2,1,1,1,2,6,2,5,0,1,1,1,3,1,45,1,4,6,11,10,37.94708203425451,4,10,10,7,10,25.949734681795533,9,0.6521264372441515,6.300004598979934,29936.6141104523,Dropout
3,8,7,13,0,2,0,6,3,10,3,1,1,0,1,1,0,52,1,10,11,13,8,2.1190193549692893,0,3,1,13,8,26.13691490048208,1,14.12181365601014,0.707399196892573,99197.01731097321,Dropout
3,4,9,8,0,8,1,3,9,5,8,0,1,1,0,1,1,23,1,13,8,14,8,17.383363627226935,7,10,11,13,12,13.834823852852129,8,2.6833528307571664,8.604487359641475,49446.92243286199,Dropout
2,4,4,4,1,8,0,4,1,9,4,0,1,1,0,2,0,32,0,0,9,8,9,5.983486064542154,11,1,5,5,13,15.540242321378074,4,2.9364583169964753,9.807792627745348,52570.61070426945,Dropout
3,8,4,13,0,2,0,4,2,10,6,0,0,0,0,2,1,41,0,4,14,9,4,23.316938145626086,4,13,0,5,0,5.825288655588685,10,5.4742889813186295,3.8475209111468844,27559.45946747639,Graduate
3,6,2,5,0,9,1,9,1,3,6,0,1,1,0,1,0,23,1,14,7,6,6,31.559161416757135,13,4,13,9,7,24.76128593361148,1,11.640074781303046,3.3233791215978292,89563.85312547705,Graduate
3,1,9,4,0,8,0,2,5,2,7,1,1,0,0,3,1,37,0,13,0,2,6,29.100045245412606,13,2,6,6,4,9.955081542400631,1,4.261150776138045,6.245422254869614,21304.80246668178,Graduate
3,1,5,13,0,6,1,4,9,5,6,0,0,1,0,1,1,53,1,4,4,12,14,4.262054082371778,2,11,10,8,10,5.051521020050576,0,14.667982089998347,0.7096452260389741,42534.16527383959,Dropout
1,7,6,17,1,8,1,3,4,2,9,0,1,1,0,2,1,51,1,14,6,7,0,2.4255958217800533,14,12,7,0,10,21.635102660239454,6,7.705964629669717,2.0525631432203295,32347.17265537983,Dropout
3,1,6,10,0,6,0,5,9,6,2,0,0,0,0,3,1,26,1,12,7,14,10,28.49473666364846,5,7,11,0,0,32.78044502015974,13,10.849414333892524,1.3745766672834492,46055.919393000906,Graduate
3,9,5,2,1,8,0,5,9,4,1,0,1,1,0,3,0,39,0,5,2,8,3,19.203099343611306,9,9,9,8,0,24.972426082138135,14,4.910872908146002,7.637323602237922,82790.32023873828,Dropout
1,6,9,9,0,7,1,4,2,1,4,1,0,0,1,3,0,40,1,11,5,0,2,8.890487818757506,7,3,4,14,13,21.08265821633723,4,8.605542807788533,6.736087280039675,25365.27416189904,Dropout
2,7,3,2,1,6,0,8,5,9,11,0,0,0,1,2,0,44,0,7,3,0,0,35.09949069272131,12,13,0,10,8,34.6690197438295,11,12.069595909534709,6.295747032187554,13292.371156503876,Dropout
1,6,6,9,0,8,0,1,9,8,7,0,0,0,1,1,0,30,0,13,6,13,0,26.556473321882944,3,11,4,3,1,21.34731383604825,10,7.462964396292109,9.279206635808583,51348.69531992982,Dropout
1,1,8,2,1,9,1,4,6,10,8,1,0,0,0,1,0,35,0,6,9,6,0,7.754701559109698,2,11,2,0,0,14.324123499142916,13,4.295409380086943,1.4752864307458857,31389.708644326474,Dropout
2,1,5,5,1,2,0,6,3,1,9,0,0,0,1,2,0,46,0,12,5,5,8,26.66558240734579,3,8,8,12,14,29.570778179041895,10,18.68192182164657,3.2619668225203844,38385.756881568705,Graduate
2,4,7,5,0,9,0,9,5,11,9,0,0,0,1,1,0,21,0,11,7,3,6,37.19988303559219,8,14,9,3,2,38.891100700521946,14,15.962311558964316,0.40698479081179184,43071.53661045156,Dropout
1,1,3,3,0,8,0,4,9,7,11,0,0,0,1,3,0,44,1,0,2,0,7,19.123989293989737,9,8,5,11,12,11.708472322488577,14,3.097808831864468,9.701625165809645,59667.90417663242,Graduate
2,8,8,4,0,9,1,9,5,4,3,0,0,0,0,3,0,36,0,2,3,10,10,5.227808253668504,6,2,1,2,1,23.98978141098538,11,1.3361997576327278,4.870880670983528,73162.04598166255,Dropout
3,1,9,4,1,3,1,2,4,6,5,1,1,1,1,1,0,42,0,0,5,1,10,10.295924609027885,10,9,1,9,3,24.70525858006639,6,14.635456197913763,0.5558586968878465,89911.12403936121,Dropout
